label,title,content
1,very good replacement,Works well with Polar F11 watch. Big improvement over the solid plastic transmitter that comes with the watch. The battery can be replaced on this model which is a big improvement in design.
0,Excellent book,"One of the best books for first course in topology. There issome weakness in the second part, but for the first course of topology this book is great."
0,Leaky,"When I first bought this oil pan/container, I thought it was pretty neat, because it has a screen and a large twist cap that allows the container to be stood up after changing the oil. Well, after three oil changes, I have thrown it out. The small twist-off cap cracked and broke, and the large twist-off cap leaks when stood up. If buying this pan/container, only use as a drain pan - not for storage or transport. I would recommend a regular drain pan with a large opening, as this one's opening is quite small. I made a mess when I used it, as the position needed to be adjusted - and forget about trying to line up this pan with the oil filter."
1,Jangle Up....,This is without a doubt the best CD I have purchased so far this year. If this is an indication of what the scene in the south has to offer I'm tossing the guitar in the back and heading down today. There isn't a bad song on this album.
1,This Book Stayed with Me,"This was my fourth or fifth Danielle Steel book to read and I think I loved this book much more than the rest. This story grabbed me and wouldn't let go. It stayed in my mind for 3 days straight after I first read it. The characters and their love story was the most heartbreaking thing I have ever read. He was married to an unloving wife which made him miserable and she was a young girl who didn't know what love was...until they met. I give this book 5 stars because it kept me interested and wanting more when I finsihed it. It isn't one of Danielle Steel's longer books, but it has a very compacted and dramatic story. When you start the book, it is told from the point of view of a character who is not named, but she is the pivitol beginning and ending of this story. It is the middle of the book that focuses on the two main characters who make up the love story."
1,A teriffic book...,"This is a terrific book which speaks to all the important issues faced by parents who want to help their kids within all the athletic programs available today. I was clueless when my kids started playing sports, and I learned a lot from Wolff's book. When I was young, Little League was nearly all you had to think about, and the decisions were easy."
1,Full of Information and comes from a unique perspective.,"Length:: 4:19 MinsWell this was my first book in Middle East LGBT and it really opened me up to the field of study I want to do. I was disappointed with the sources, but I understood that he was writing about something that there are only a handful of academic sources on and a few other stories by independent authors, so I gave him credit. I wish it could have had more reliable sources. Some of the internet ones no longer work. But it is a field in which you have to slide into under the cover of something else.. I know this since LGBT Middle East is my master's degree.. Besides the sources.. this is a real informative book, full of information. I learned some things I had never even thought about, dealing with the Middle East culture. I recommend it for all in the ME area and LGBTQ/Gender studies."
1,Great Pants,"I have ordered this type of pants from many different companys'. But this one did not dissappoint, with shipping, pricing, quality of product, and customer service. All in all I'd say I finally found a company that is worth their salt."
1,STRAIGHT FROM THE SOUL,"EVERY LAST ALBUM OF MARY'S I CAN RELATE TO AND THIS ONE IS JUST THE SAME! MARY, KEEP IT UP."
0,Chewbacca should live,I hated this book and believe they should never have killed Chewbacca what a disapointment Chewbacca was the best.
0,Boring!!!,"Thought I would try John Grisham, but unfortunately I picked ""Bleachers"". I AM a football fan, but could not get past the first 25% of this book, it was just so BORING. Should I try another or are his books all this boring?"
1,Riveting!,"Definitely a story that will help you be involved.""The Starmen have learned that a mysterious alien race visited our Solar System thousands of years ago. Starman Zip Foster called them 'The Benefactors' because of the kindness these people showed the diminutive people who live on Titan. While they were on the tenth planet, the Starmen discovered that the Benefactors have a vicious, implacable enemy - the Xenobots, a violent race that is searching for its 'ancient enemy' and will demolish Earth if necessary to further the search. Zip Foster organizes a desperate search to find the Benefactors before the enemy does. Without their help, Earth stands no chance against the technologically superior Xenobots. With impeccable logic, the Starman leader has determined that if the Benefactors had a central base in teh Solar System, it had to be on Europa, one of the moons of Jupiter. What the Starmen do not even suspect is that there is also a powerful enemy close to home."""
0,I would not buy,"I purchased one (from a local store not Amazon.com), brought it home and printed a photograph that I had previously printed on a Kodak EasyShare printer (my mother-in-law's). The resulting photograp was horrible, it had a very green tint to it. I then adjusted the various enhancement controls within the printer, the green tint remained. I checked the troubleshooting section of the manual, checked/cleaned the print heads, and still the problem remained. Given that the product is still on the market, I suspect I had a broken unit.I did not like the LCD, it is very hard to read. I adjusted the contrast but it did not help. [...]."
1,Another Great Paranormal Romance,"One of the best short Vampire books I have read recently. It's original, fun, and interseting. I loved it. Those who liked Blood And Chocolate will absolutly adore The Silver Kiss. Short, sweet, and suprising in the end. Recommended to all!"
1,"Awesome toy esp. when you tape the ""money""","We first bought the ""Zillions"" cash register for our 4-year-old son, but we returned it right away because of its poor quality. This ""Learning Resources Teaching"" register is awesome! The size and materials are good, and it has great features. The electronic voice can't be turned off, but the volume can be controlled, and the voice is not annoying. I advise purchasers, upon receiving the register, to glue the yellow scale to its stand and pseudo-shellac the paper money by covering both sides with clear packing tape and then trimming off any excess with scissors. It works perfectly to preserve the money. I wasn't sure whether my son would like the built-in scanner (over the hand-held scanners included with some other registers), but he loves sliding household items across the button. The ""prices"" that show up for the scanned items are random, but this hasn't turned out to be a problem. Best toy cash register on the market!"
0,Too much unnecessary sexual content & violence,"I was appalled by the violence and sexual content in this show. No there are no full on sex scenes but several scenes where it goes too far in my opinion. The violence is also over the top in my view. I found the acting to be good and the storyline to have potential, but just like Eick's ""reinvented"" Battlestar Galactica, the bad far outweighs the good. Apparently Eick's reinventions always require adding sex and violence in order to sell the reinvention. I will pass on this show. I am an avid sci-fi fan. I have enjoyed Star Trek, Babylon 5, Quantum Leap and many other sci-fi shows, none which needed to rely on sex and violence to sell the show."
1,Cute and soft.,Very cute and soft plushy otter. Cuddly and stands up well to taking baths in my HE washing machine. Great quality for the price.
1,Great,This is the best Bob Hope movie you will ever watch!! It includes lots of old western actors & actresses!!
1,classic,"although i bought these some time ago.....they were the classic shoe i remember...perfect, now all i need is the white and the black ones....if your late 80's or early 90's fila this is it..."
1,Charlie Brown collection,"Both my grandchildren, ages 3 and 5 loved the movies. All three of the movies display the spirit of the season and are pleasant to watch."
1,Great Book by a Great Guy,"Joe Burn's is a unique technical author that writes as if he is talking to you. I recommend this book to anyone-that includes the non-technical folks--interested in setting up his/her own website. WHY? Because this book IS for beginners. It is written in a simple to follow, easy to read style. I wish more technical authors would follow Joe's simple style for their writing. Highly recommended!Zev Saftlas, Author of Motivation That Works: How to Get Motivated and Stay MotivatedPS this book helped me open my own website!"
0,Fun to Read; Lousy History,"Truly a mess. No footnotes, lots of speculation, and plenty of cafeteria-style history (""I'll take one of these facts, and one of those...""). May appeal to the ""rum and strumpets"" fans but an absolute disaster of a 'history' book. If you want a book about the Crusades, stick with Runciman: not so much blood and garishness, but you won't be led astray. ""Dungeon, Fire and Sword"" is a dreadful book guaranteed to be warmly embraced by those who don't know any better."
0,Not Ready for Prime Time - not even the Soaps.,I agree with many of the negative reviews here. I say ditto. After trying several adapter cards and being no closer to being set up I gave up and returned the unit and all the adapter cards I tried
1,"Not good,But NEW!!!","Although it says its Good as its overall review for the book quality,THIS BOOK LOOKS,FEELS,AND IS BRAND NEW!!!!LOVE IT!!!!This book is the same exact thing as the ones you get in school."
1,MUSICAL BRAINS !,"This CD is the perfect example of mature POP music !Yes there is more to POP music than fluffy lyrics, a strong hook, a massive beat and a video with lots of spandex and a bleached blonde with a studded navel!BARENAKED LADIES, ""the Average-Jo boy band"" from Canada demonstrate that a successful POP CD can consist of intelligent pop songs.Their musical style becomes more solid on this effort as they create songs that make you think!Fans of the current pop trash (Britney, Christina, Clay; still trying to figure if he is a male or female artist) will not appreciate the subtext and musical undertones to this release.However, this release is one for a serious collector. This CD is stronger than their previous work."
0,The glamour of a looser??,"Some anthropologists argue that one of the characteristics of humans is the need to rationalise its actions no matter how absurd and contradictory they might be. Here, the main character decides to be a looser, as a consequence of its sexual ambivalence. However the would like to be nearby were the glamorous and the powerful gather to eat so he becomes a porter at the Four Seasons hotel in New York surviving from the tips offered by the wealthy patrons. So far so good as the topic of a novel. However, the author is incapable to offer a physiological portrait of Alexander Vine. The book is not disturbing, it is not funny, it is not shocking. You might get more insight about the sexual underground of New York watching 5 minutes of Sex and the City than from this book."
1,Best DT in years.,"This album is great, every song is played with alot of emotion and the instrumental is out of this world....Catchy and Melodic but Progressive and Technical at the same time....This is Dream Theater's best album since Scenes from a Memory IMO."
1,Another great one from Buble!,"Michael Buble has an amazing voice. This cd, his third full album is another great mix of classics and newer stuff. The single ""Everything"" is enough reason by itself to get the cd. There is something about that song that is pure joy. I love listening to it, and singing along with it. The classic Willie Nelson and Eric Clapton covers are lovely ballads. What a voice!"
0,Not suitable for Kindle,It is simply not readable in black&white and the drawings are not adapted to one single page....a waste of money!
0,Nope... Nope... Nope!!!,"I will not be doped into buying this Bluray twice like I did the DVDs. I will NOT waste my money on buying the ""theatrical version"" when I know full well that the studios will be releasing the ""extended version"" sometime in the near future. DO NOT BUY THIS ITEM! Make the studios pay for this degrading and despicable way of doing business!!!"
1,Rollicking good macho BS fun,"Russell Crowe is excellent as Captain ""Lucky"" Jack Aubrey, the head of the HMS Surprise. The movie details the skirmishes between the English Surprise and the French war ship, Acheron, set during the Napoleonic war. Captain Aubrey is a study in Leadership Values. He is a classic tragic figure, a hero with a fatal flaw. The revelation of the flaw is quite good but opposed to greek literature, Aubrey is finally triumphant not in overcoming his flaw but in that he is finally victorious (we believe) over the French ship. Oh well, I don't think it was intended to instruct us in higher moral values. Anyway, the movie is beautiful to look at, contains a dash of human interest (however, I did get a bit nervous about the lovely young men who served as midshipmen, etc), shows the comraderie that must have developed on such ships and from my 2004 perspective details daily life on board in an authentic manner. Recommended for a rousing good night of adventure."
1,fun enough,"This high quality game has lovely cards, a beautiful board, a fun 12-sided die, and very cool plastic dragon and dragonologist play pieces. This game is not too difficult to learn, and the play is fun. My one criticism is that winning winning is largely the result of luck. That is, die rolls and cards dictate how well you do, rather than strategy. Nevertheless, the ""cool"" factor elevates this game above other luck-based games."
0,Go back to the original published version!,"This ""uncut"" version, published thirty years after the original publication, shows how wise editors can be. The original ""Strangers"" is a great book, influencing a whole generation. The ""restored"" material in this version slows down the story, and its blatant sexism and dialogue are very offensive, dating the book. ."
1,Wonderful break from mint!,"I love this toothpaste due to the flavor. I have searched for a good alternative to mint, and have found it in this flavor. I am having more difficulty finding it in stores, though. Very disappointing. Will continue to search in stores, though, as I have grown to rely on this flavor. (Mint makes me gag.) Would recommend this to adults who are tired of the typical mint toothpaste. (great for kids too)"
1,"fun, brings a smile","Uplifting and light entertainment, makes me smile and laugh out loud, and also brings a tear or two. Its a good movie to inspire you."
1,Great Price & Fast Delivery,"I've used this product for years, and it works very well. We live near a pond and wooded area, and have two Chows with thick coats. By the time you find a tick it's usually dug in, and with Frontline they end up falling off."
0,sticks are not adiquate,"If you use these to test for ketosis, the sticks don't work. I have had one work and the others have not."
1,the snapper,"colm meaney and helen kellegher are so funny in this film. The family live in an overcrowded home in dublin suburbs. So much is going on all the time. To me this film is a perfect mix of serious and funny and the beauty of having your own copy is, if the Irish accent is difficult to understand you can watch it again and again.It's the best laugh and has aged well, still as funny as it ever was."
1,great soundtrack,this is a great soundtrack to a very great movie!!! i just wanted to know if anyone knows the name and artist of the song played at the beginning of the end credits. i can't find it anywhere and its not on any of the soundtracks! please email me if you know it!!!
0,where is my order?,didn't get my order. you sent me Tabatha Carney's order i sent it back to you now where is my order
1,Love it!,"I don't know how I managed so long without one of these pads on my bed. It's so comfortable, it amlost feels like a real Tempur-pedic bed! I love the thickness of the pad and it has held up well for my husband and I since we bought it a few months ago. I took it right out of the box and put it on my bed, I didn't notice any chemical smell. It rebounds nicely, no more dents where our bodies rest. The quality of the pad is very nice and I was happy that it arrived quickly. Not too hard, not too soft. Overall I'm very happy with my choice!"
0,Strong unit alright,"I'm sure this is a great unit but, unfortunately for me, this unit didn't work in my particular environment. I was using a handheld police radar unit. Approximately five minutes of being plugged into this unit, it managed to fry the power supply board and digital readout board. It cost me just under $275.00 to have the radar unit repaired. Use caution in what you plug into this unit."
1,This is hot!,"Uptown unplugged showcases some of the biggest names in R&B and hip hop fromn the 90's. Jodeci's hot rendition of ""Come and talk to me"" and Mary J. Blige's ""Sweet thing"" are just a couple of highlights from a show that has gone down in R&B history. This is one of the few concerts I have watched and will continue to watch time and time again."
0,Results not worth the (extreme) effort,"I've been working out off & on over the last 10 years.This years plan started with Power90, then INANITY (a new one for me) then P90X. Finished Power90, I was pumped up & looking forward to INSANITY.I don't half-ass my programs & want the best results, so of course I'm eating the right foods in the right amounts, 5 to 6 meals a day plus taking supplements.For me the results weren't worth all the ""Insanely"" hard works. I'll be starting P90X again. I get much better results from that.I think INSANITY may be for people younger & fatter then me."
1,Fantasia Has Finally Arrived!,"Fantasia!Fantasia!Fantasia!Girl you have finally arrived.I love the cd from beginning to the end.My co-worker told me that she loved the cd,and to go get it,so I did and she was right,the cd is just awesome.I love the whole cd,but my favorite tracks are (truth is,it's all good, you were always on my mind,and baby mama).Fantasia you are talented,and blessed keep up the good work.To all of the haters,can you do better, god don't like ugly,and ,if you do not have anything good to say,don't say anything at all!!!!!!!!!!!God Bless You Fantasia."
1,A Hit!,"I had the opportunity to read Preceived Notions and hurriedly picked up Twist of Fate as soon as it was available. Ms. Williams has presented another novel that will keep you on the edge of your seat. The characters, storyline, twists and turns, and the finale were just AWESOME. The pages came to life as she unfolded this satifying piece of work. She is definitely making a literary statement and I personally am hearing her, LOUD AND CLEAR. I can't wait for the next release."
0,Poor Quality,"I purchased this vest for a night relay - hoping it would fulfill requirements for safety lights front and back, with the ease of a vest. This vest is HUGE, but more important, it did not work. We tried everything, but could not get the lights to come on. Would not recommend this vest."
0,Alas! Good Compressor but it is small.,"I love the compressor. It is a good compressor I can tell. It is well made and operates confidently. Alas, it is small. I use it mainly as blow gun to clean my computer parts. Poosh poosh and the air is gonnnne. I can not clean 1 pc with it. I should have gone with 4-5 gallon tank at least. But then they will be heavy and bulky not usable in my rooms.update:8/27/2010 regulator died leaking air. It doesn't go above 100psi. -2 stars."
1,Pretty Good.,"This book is great for beginning javascript programmers who have a clue how to program. It is definitely not great for someone to learn the skill of computer programming. Additionally the excersices are not very challenging(I've only gotten up to the chapter on arrays, but the other chapter excersices leave little room for creativity).The good thing about this book is that it is a great way to learn the syntax of javascript. It does not have a lot of information and it has about three excersices per chapter(of what I have read so far. Overall it is worth the price though."
1,The best vacuum cleaner I've ever used!,This is the first vacuum I've owned that leaves no trace of scent behind in the air after vacuuming. The HEPA filtration system is fantastic. The HEPA filter (Model 3282) works great and I didn't even have to replace it for over a year which is much longer than the 6 months they recommend. I own the Bissell Healthy Home 6100 Vacuum and I can say it is the best vacuum cleaner I've ever purchase. I used to own Hoover products but they really went down hill as far as the quality of manufacturing goes along with many other problems. This thing works equal to the top Dyson or Kirby but at a fraction of the cost!
0,Not good,"Educational value: FairPresentation of the topic: PoorDraws attention of (my)kid: NoWorth the money?: NOEver since we bought this, we could play this only couple of times and now its taking eternal rest! Our child does not want to watch this any more."
1,I liove the smell of it but.....,"I looked at the picture and thought wow all of that for only 7 bucks that's a great deal! I bought it some of it was for me but some was for my mom on her anniversary! i only got 1 and it smells great, but i only got 1 bottel. Shipping is super high!"
1,It is worth the money if you like rap and hard rock,"This cd has a very good rythem to it. It is worth the money. It is a great mix of rap and hard rock.The best songs are Nookie, Break stuff, Im broke, nobody like you, 9 teen 90 nine, trust, no sex, and just like this. I think limp bizkit did well with the new album.You will be glad that you bought the cd."
0,"Tedious, Disconnected","I don't know why I finished reading The Eye in the Pyramid. It was a tedious flow of disconnects. Sure, it's a story about conspiracies dating back to Atlantis, but there was virtually nothing about the book to recommend, and saying so doesn't make me one of ""Them."""
1,Toby Marks rules,"While ""Last Train to Lhasa"" remains my all time favorite Banco de Gaia disk, ""Maya"" is the first public CD by BdG, and a superb introduction to the music. While Banco de Gaia, like many other ambient/techno entities, offers great dance beats, it soars above this basic form, creating something richer than most dance/dub/club sample music--something enticing and addictive that stands up to many repeated listenings...which is not something you can say about the majority of the music in the genre. Transcendent."
1,Fantastic!,"These roller shower curtain rings are so smooth and never snag. They are beautiful, too, in oil rubbed bronze -- understated and functional elegance!"
1,Love them!,Use them in my camera flash (fl-36). work hard and strong for a long time! I recommend this product.
1,For my Children,I bought two of these as I recall for both of my children since we sat up all night to watch that live performance...I live near Cleveland where it was held in our old Brown's stadium on Lake Erie. It went into the wee hours of the night and we watched the entire thing. This was to give to my children as a remembrance of that night when the Hall was opened here.
0,The Forgotten Album,"A lot has been written about this album, some good, some bad. This album (by U2 standards)is mediocre. Bono says himself that if they were starting out today and they released this as a second album, they would be dropped by the record label. A few highlights here like 'Fire','Gloria' and maybe at a push 'October', but other than that, nothing to write home about. Steve Lillywhite's production is raw and uneventful and the recording was 'rushed'. It is true that Bono's lyrics were stolen prior to recording which put added pressure on the limited resources that they had at the time. One to complete the collection but will probably not hit the CD-player too often."
1,Don't have to understand,"ok, so we first got this book as a gift @ the hospital. I read it to my baby once, thought it was stupid and never thought about it again. He's two now and LOVES this book. We got him the oversized (lap) version, and he won't put it down. I don't know why kids loves this book so much...Who says ""Goodnight Nobody""...?..Whatever...If he likes it, I love it."
1,The best battery charger I've owned!,"I give this 5 stars and would give it more if it were an option. This charger is FAST, usually less than 15 minutes. A great feature this has is that it has an internal fan to keep the unit and batteries cool. Everybody knows how fast temperture can ruin batteries. I like that there is a connection for the home or the 12v in vehicles. If your looking for a great charger... here it is.I actually bought two of these, one for a backup."
0,Good until the end,"While I've always found the theme of the ""Kingdom"" less personal that the King, this book does a good job of tracing that line of thinking through Scripture. My problem came with the author's end time view. It appears as if the author does not believe in a literal Millennium. He states on page 145 that it is, ""not meant to be understood literally."" If you hold to a literal view of the Millennium be aware that the author's view is different."
0,A cure for my insomnia...,"This movie almost put me to sleep. It's about a daughter of a brilliant (and dead) mathmetician played by Gweyneth Paltrow. She believes she may have inherited his insanity...blah blah blah...this movie has a good cast but it's really dull with a boring slow moving story. Maybe if you are into math formulas this will interest you. I found it anti-climactic. I kept wondering when something would happen and it never did. You never really get a solid answer in the end and it left me asking ""WTF?"" I would not watch it again unless I had insomnia and even then..."
0,Way Overated Band and CD,"I bought Great Southern Trendkill thinking Pantera was one of the greatest metal bands around. Turns out I was wrong. I can't believe I wasted my money . I praise Phil Anselmo's ability to scream for an entire album without having to take a breath. He uses the f-word more than 30 times each on the first two songs, the title song plus War Nerve. That said, this is a bad Cd by an even worse band. Don't buy it or anything by Pantera. You'll regret it. At least I got my money back to buy a Preist CD."
1,Review of book shipment/receipt,"Book arrived as promised, perfect shape, will order again no question!"
0,A disappointment,"While it worked, which wasn't for very long it did a good job of removing most, though not all debrie. I would floss after using the water-flosser and would still find a very small amount of food particles. However it did impart a feeling of 'clean' and I liked using it.THE REALLY BAD: It stopped recharging in less than a year. The company replaced it with another which also stopped recharging in less than a year! The overall design is not as functional as it should be. It is difficult to take apart for cleaning or to change the tip.Bottom line: I miss using it but expensive, considering its short lived life."
0,Don't WASTE your money!,"Sounds like a good idea, but this thing just does not work very well.....it's like listening to an FM station that you ALMOST get...signal goes in and out, while other stations bleed through. I returned mine the day after I bought it!!! Stick with the old-style cassette adapters. Sorry Belkin, you tried!"
1,Love it!,"I had a hard time finding a coat tree that was a modern style, without paying a lot for it. Even though this one was relatively inexpensive, it looks great and is very sturdy! I like how it has many pegs to hang from and also has the umbrella stand. I am very pleased with it!"
1,great fan if you dont mind the noise,I recently purchased this fan as a replacement for my vornado. When compared to my vornado I feel that this fan moves as much air but definitely isn't as quiet. While it's not as noisy as cheaper box fan alternatives I don't recommend using it as your bedroom fan while trying to sleep unless your used to the sound. The fan itself looks very well made and has an extremely solid feel to it. I have had this fan for a little over a year ago and am still as happy with it as the day i got it. If your looking for a decent priced fan that can move alot of air this is it.
1,"Good overall, but needs some doctoring.","This is a great sheath for any of the Leatherman Juice series multi-tools. The only drawback is the fact that it clips onto the belt, rather than having a loop for the belt to slide through. This feature makes it easy to slip off and lose your Leatherman.aboutTo fix the problem, simply do what I did: tear off a piece of black duct tape about 12-inches long, and cut it longways in half. Then, taking one of the thin strips of tape, wrap it around the bottom of the sheath, creating a closed loop through which to slide your belt.With this slight doctoring, I never have to worry about losing my sheath and Leatherman XE6."
0,Will not work with IPAQ,"I bought this modem at CompUSA for ..., took it home and hurriedly unpackaged it and slipped it into the unwieldy IPAQ sleeve and was ready to go. Then I got an ""unrecognized CF card"" error. I tried again. No dice. I did a soft reboot. No luck. I took it back to the store and tried another one out of the box. No luck. I took my IPAQ back to the other retailer (BB) and tried another CF sleeve. Then another IPAQ unit. Still no go. I called Tech Support for both Compaq and the manufacturer. Compaq made me do a hard reset (in which I lost everything)."
1,Excellent,"I have been very impressed with this radio. The S.A.M.E. technology makes the difference. I can also go through a list to select only the alerts I'm interested in receiving. I am not annoyed at it when it goes off, in fact it's in my kitchen and now I can get the daily weather every morning and listen to the radio when I cook. I love it."
1,Great glass,The lense was everything I expected from professional opinions. I knew going in that my D40 would only manual focus so I was prepared for the extra effort to focus on my subjects. I did test the lens on a D70s and auto focus was fast and quiet.
0,meh,"not so much, quality seemed fine but the cut made me look like a took a poo. I felt like the like the crotch was cut low."
1,Replay value is off the charts,"One of only a few shows I can honestly say that I have watched many times through. I love Michael Hall and have loved him since Six Feet Under. It was hard to see him as a straight man in this serious for an episode or two and then I got used to it. That was the only hitch but not anyone's fault. People write horrible reviews for Dexter because their sense of morality feels to be in jeopardy by watching it. Its a great show. Depth, cliffhanger suspense, peril, gritty insight into each character as the seasons pass, unexpected twists. You really cant get better television than you get with Dexter. By far my favorite show ever put on the screen. Blu ray is definitely worth the extra few dollars as it is masterfully done both in sound quality and picture clarity. I LOVE THIS SHOW."
0,"Watch out, other Petzyl Tikkas are great, but not this one!","I've depended on Petzyl Tikkas for daily use for years, and didn't even understand how there was variation between them, considering they are named the same. But this one does not have the button for 3 light settings (hi, lo, blink), it just has on/off, which for me is too bright for reading with new batteries. It also is somehow made with inferior machining (or mine are bad luck) because for 1st time this one doesn't provide steady light, but occasionally flickers a bit like the connections are iffy. Which is more irritating than it may seem. Not like a candle, more like a constant reminder to swat your head and see if the thing gets fixed. So, go for the slightly more expensive Tikkas that have the button, not slide switch, and have never in my history of owning 6 flickered."
1,"worth a read, but not worth the price","an entertaining and insightful, if short, glimpse into the lifestyle, if not life, of one of the greats of the west coast jazz scene of the early 1950s. the lack of details leads me to believe what was published here is, in reality, only an outline for a book which never quite materialized. a shame because this book gives you just enough information to make you realize that baker's life story would indeed make not only a great book, but movie as well. unfortunatly, there is hardly any material of substance here and the entire book could be read in less than an hour and a half. i would recommend it to those with an interest in the west coast jazz scene who are interested in a first-hand supplement to other, more in-depth, if after-the-fact, volumes on the subject. but i would suggest that, with only about 60 pages of actual text you would be better off reading it in the book store or checking it out from the library."
1,decent (3.5 stars),"lemme start off by saying DEAD WRONG IS ILL and eminem rips that track up, even better than big. other standouts include ""notorious big"" and ""rap phenomenon"" (which features the classic line 'all them rings and things you sing about bring em out / its hard to yell when the barrel's in ya mouth', which was used by jay-z on ""what more can I say"", and the jay version was sampled by swizz beats on last years hit ""bring em out"" by t.i.). the rest of the tracks range from good to bad, and none are outstanding like the first two.buy it if you love big, otherwise just get the few best tracks from itunes."
1,"Good, but Ten was better","This album is pretty good. I don't like it as much as I liked Ten, but there's some really awesome songson this one. ""Go"", ""Animal"" and ""Daughter"" are especially good. Mike McCready plays some awesome solos. He's great with a wah wah pedal. Stone keeps playing the original rythym riffs he's know for. Eddie always gives a great vocal performance. Pearl Jam is definitely my favorite grunge band. But overall, this album just didn't have the same effect on me that Ten did. That doesn't mean it's not worth buying though, I'm glad I have it."
1,If you can only buy one book of style - this should be it.,"I have long been an admirer of Ms Dano - from Another World, to Attitudes on Lifetime, to One Life to Live, to QVC. She has a wonderful style about her that makes one take notice without being overpowering or too over the top.This book is a really helpful guide of finding your own style and building your own wardrobe. She helps you thru the difficult parts and shows you how to build - one piece at a time. She gives so many helpful hints on accessorizing to keep your look fresh rather than faddish. And the very best of all, it can be attained affordably!I took her advice to heart and have the beginnings of a wonderful wardrobe that will help me to keep stylish for years.Heck, it even helped me to win an award for personal style.Thanks, Ms. Dano, for a much needed book for the average woman."
0,Not waterproof,"This mat is just ok. Yes it folds nicely but I learned the hard way that this is NOT waterproof in any way. We went to the park and the grass was a little damp, after a few minutes I realized that my pants were all wet!!! I cant return it now so it will have to do for the beach or wherever its completely dry."
0,"too bad, too sad","I want to change the world sounds noble enough but with the fluff in between these covers, this ""world changer"" has some time, if ever, to go until he can lay any claim to this. Karims fellow designers should be outraged by his presentation of their industry as being so fickle, tranparent and thin. A real shame given the power that products have in our lives and to our cultures. Do not buy this book."
0,Cheap,"Well, they say that you get what you pay for. That would be true if you can find this on sale for $50 of less! If you are used to particle board furniture, this will suit you fine. If you have higher standards, spend more and avoid this. Some of the pieces cracked as screws went into the pre-drilled holes in the particle board. Several pieces arrived damaged. We had to request 3 replacement parts from the manufacturer and are still not happy with it, but now it is assembled and impossible to ship back so we are stuck with it. If you do buy this and get it assembled, try not to move it around too much, as it may fall apart. Also, the drawers are very shallow. Don't expect to store much in this. It did arrive promptly, but the shipper and Target would have done me a favor if they had lost it instead of delivering it!"
1,First Men in the Moon,As ever HG Wells stories are exciting. The B Movie sci fi genre brought many of Wells' stories to life.
1,Love these,"Durable, fit well, stay snug, warm, great work gloves. You can't touch this deal. Prime shipping- I mean come on, this is great!"
0,No likey,"I bought 2 of these and 1 of them is a menace, always going off in the middle of the night and we can't shut it off. So, we keep it outside in the garage but it still goes off sometimes. The other one is not going off for no reason, but if it gets bumped out of the outlet- the shrill is relentless and it is not easy to reset. The directions are on the back of this thing, but you have to sit through the shrilling beeeeeeeeeeeeeeeeeeeeeeeeeeeppp while you read the instructions. It's enough to drive a person CRAZY. Babies are screaming, pets are running. It's unnecessarily loud."
1,"Thoughts on ""The Children are Free""",I have not finished reading it yet but it makes good points and has been and will be helpful to some extent. I recommend it to anyone who struggles in this arena.
1,VERY VERY GOOD!,I just had to tell you I agree with the other reviewers. This book is a must if you plan to show dogs.
1,i love this movie i think its the best 1!,"i love this movie i think its the most intertaining one , i think this movie is better than the others made by far i love all harry potter movies but i think this one is my favorite also i have never read any of the books so i dont know what im missing i have heard that the books are way better they probably are but i still love the harry potter movies! i think they should be longer and include more information but i like!"
1,The Best Ever,"While this well written and informative book is designed primarily to appeal to those unable to tolerate wheat and gluten it should not be restricted to only the digestively challenged. If, like me, you enjoy baking you will be intrigued and inspired by all the many alternative flours available and the techniques employed in using them. You'll want to try out the many recipes for cakes, cookies, muffins, and other goodies, and you`ll be rewarded by the tasty results. I especially liked the banana nut muffins."
1,Good Book,"This is the autobiography of a school teacher in Northern Kentucky, he comes across different obstacles some of those 2 churchs that have divided the county almost like opposing armies, violent students and many other problems. Be he still runs a successful country school.""The Needles Eye That Does Supply'""The Thread That Runs So True!"""
1,Great pair of light duty gloves,"I love these gloves. I got them mostly for driving, and I've made a few trips now. They keep my hands nice and toasty, and the deerskin is great material--it grips the wheel very firm, doesn't slip or anything like that. The lining is very soft and comfortable and the gloves have a lot of mobility, and slide on and off the hand easily.I think they changed the construction of the product versus what's described and pictured. Instead of ""Thinsulate"" mine came with ""Thermofill"" insulation, and doesn't have the ""Thinsulate"" tag. Still very warm though, and still 100% polyester insulation.Oh and while they're not for heavy abrasive work, they're still tough enough for most things I would use gloves for. On the other hand the deerskin is super soft, so I could see it getting scratched, embedded with dirt, etc. really easily. I think they're tough enough for light-to-moderate tasks and just for keeping your hands warm while doing them."
0,total hogwash,"This writer is still at a very rudimentary level of spiritual awareness and completely deluded about his own degree of perceptivity and insight.The most ridiculous aspect of this book is that he equates high socio-economic status with spiritual accomplishment. IOW, if you deliver the mail, you are at a low spiritual level, if you are a CEO, you are at a high level, closer to Jesus and the Buddha. That would of course be the Jesus who worked as a carpenter!I believe that the purpose of life is spiritual growth and we choose our families based on the lessons we need to learn in that incarnation. I doubt there is much correlation between income and spiritual accomplishment. There are many beings of great light, who will live their lives in complete obscurity, as they polish the last remaining vestiges of pride, self-will and fear off their noble souls."
